Collecting...
Analyzing...
Found 785 different typed gadgets
Collected gadgets saved in ls64.collected
Verifying...
Found 660 different verified gadgets
Verified gadgets saved in ls64.verified
         44239686 function calls (44001934 primitive calls) in 50.960 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3428    0.001    0.000    0.001    0.000 gadget.py:79(lines)
      118    0.000    0.000    0.001    0.000 relocation.py:67(resolve)
      191    0.001    0.000    0.001    0.000 z3core.py:1375(Z3_param_descrs_inc_ref)
        9    0.000    0.000    0.001    0.000 arch_arm.py:19(__init__)
     6030    0.001    0.000    0.001    0.000 {_weakref.proxy}
        5    0.000    0.000    0.001    0.000 structs.py:82(_create_ehdr)
      387    0.001    0.000    0.001    0.000 core.py:334(__init__)
        1    0.001    0.001    0.001    0.001 greedy_coloring.py:11(<module>)
        4    0.001    0.000    0.001    0.000 __init__.py:683(__init__)
        1    0.000    0.000    0.001    0.001 current_flow_betweenness.py:9(<module>)
        1    0.000    0.000    0.001    0.001 metaelf.py:18(__init__)
       90    0.001    0.000    0.001    0.000 macros.py:405(SymmetricMapping)
      256    0.001    0.000    0.001    0.000 stmt.py:252(__str__)
      127    0.000    0.000    0.001    0.000 bv.py:292(Extract)
      454    0.001    0.000    0.001    0.000 symbol.py:69(rebased_addr)
      250    0.001    0.000    0.001    0.000 symbol.py:38(__init__)
        1    0.000    0.000    0.001    0.001 newrange.py:19(<module>)
     2525    0.001    0.000    0.001    0.000 {_ctypes.POINTER}
      163    0.000    0.000    0.001    0.000 elffile.py:278(_get_section_name)
      347    0.001    0.000    0.001    0.000 z3core.py:2811(Z3_get_arity)
     3811    0.001    0.000    0.001    0.000 plyparser.py:19(__init__)
        1    0.000    0.000    0.001    0.001 layout.py:27(<module>)
      150    0.001    0.000    0.001    0.000 c_parser.py:1094(p_direct_xxx_declarator_6)
       20    0.000    0.000    0.001    0.000 queues.py:309(put)
      284    0.001    0.000    0.001    0.000 model.py:207(__init__)
      173    0.001    0.000    0.001    0.000 model_cache_mixin.py:14(__hash__)
      191    0.000    0.000    0.001    0.000 z3.py:4732(__del__)
      354    0.001    0.000    0.001    0.000 stmt.py:115(__str__)
      256    0.001    0.000    0.001    0.000 c_parser.py:1023(p_xxx_declarator_2)
     2626    0.001    0.000    0.001    0.000 sre_parse.py:93(__init__)
        1    0.001    0.001    0.001    0.001 strided_interval.py:1(<module>)
    11686    0.001    0.000    0.001    0.000 {_ctypes.sizeof}
      651    0.001    0.000    0.001    0.000 c_parser.py:1017(p_xxx_declarator_1)
     1330    0.001    0.000    0.001    0.000 c_parser.py:172(_add_identifier)
        1    0.000    0.000    0.001    0.001 biconnected.py:12(<module>)
        1    0.000    0.000    0.001    0.001 graph6.py:22(<module>)
        2    0.000    0.000    0.001    0.001 block.py:1(<module>)
       55    0.000    0.000    0.001    0.000 __init__.py:2773(insert_on)
      168    0.000    0.000    0.001    0.000 ctypes_helper.py:35(get_str)
        1    0.000    0.000    0.001    0.001 subprocess.py:448(communicate)
        1    0.001    0.001    0.001    0.001 avltree.py:30(<module>)
     4510    0.001    0.000    0.001    0.000 {marshal.loads}
      133    0.000    0.000    0.001    0.000 cparser.py:413(_declare_function)
     2152    0.001    0.000    0.001    0.000 six.py:184(find_module)
        1    0.000    0.000    0.001    0.001 linux_kernel.py:1(<module>)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:1093(_communicate)
        1    0.000    0.000    0.001    0.001 edgelist.py:28(<module>)
     3615    0.001    0.000    0.001    0.000 expr.py:512(type)
      357    0.000    0.000    0.001    0.000 solver.py:121(concrete_shortcut_bool)
        1    0.000    0.000    0.001    0.001 arch_mips64.py:1(<module>)
     1712    0.000    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
     3318    0.001    0.000    0.001    0.000 expr.py:257(result_type)
        8    0.000    0.000    0.001    0.000 base.py:48(_translate_exprs)
      261    0.000    0.000    0.001    0.000 c_parser.py:839(p_specifier_qualifier_list_3)
     1024    0.001    0.000    0.001    0.000 stmt.py:241(__init__)
      337    0.001    0.000    0.001    0.000 pyparsing.py:1121(__init__)
     4536    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
        1    0.001    0.001    0.001    0.001 _parseaddr.py:7(<module>)
      347    0.001    0.000    0.001    0.000 z3core.py:2902(Z3_get_app_decl)
      354    0.001    0.000    0.001    0.000 successors.py:32(__init__)
      191    0.001    0.000    0.001    0.000 z3core.py:1319(Z3_mk_params)
        1    0.000    0.000    0.001    0.001 distance_regular.py:10(<module>)
        1    0.000    0.000    0.001    0.001 communicability_alg.py:4(<module>)
  456/342    0.001    0.000    0.001    0.000 expr.py:37(constants)
    106/2    0.000    0.000    0.001    0.001 pyparsing.py:1347(_parseNoCache)
      119    0.000    0.000    0.001    0.000 elf.py:323(_make_reloc)
      722    0.001    0.000    0.001    0.000 __init__.py:488(op_str)
      191    0.000    0.000    0.001    0.000 z3.py:4670(__del__)
      177    0.001    0.000    0.001    0.000 hex_codec.py:13(hex_encode)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
        3    0.000    0.000    0.001    0.000 loader.py:677(_search_load_path)
      265    0.000    0.000    0.001    0.000 c_parser.py:890(p_struct_declaration_list)
       52    0.000    0.000    0.001    0.000 dynamic.py:131(iter_tags)
        1    0.000    0.000    0.001    0.001 ihex.py:2(<module>)
     10/2    0.000    0.000    0.001    0.001 pyparsing.py:3356(parseImpl)
       11    0.000    0.000    0.001    0.000 backend_z3.py:817(_op_or)
      170    0.000    0.000    0.001    0.000 abc.py:89(<genexpr>)
     6030    0.001    0.000    0.001    0.000 plugin.py:66(init_state)
        4    0.000    0.000    0.001    0.000 loader.py:696(_possible_paths)
  238/156    0.000    0.000    0.001    0.000 pyparsing.py:131(_ustr)
        1    0.000    0.000    0.001    0.001 __init__.py:213(Queue)
        1    0.000    0.000    0.001    0.001 connected.py:12(<module>)
       10    0.000    0.000    0.001    0.000 backend_z3.py:820(_op_xor)
     8550    0.001    0.000    0.001    0.000 {method 'end' of '_sre.SRE_Match' objects}
      260    0.000    0.000    0.001    0.000 __init__.py:214(_releaseLock)
     1046    0.001    0.000    0.001    0.000 expr.py:459(<genexpr>)
      479    0.000    0.000    0.001    0.000 __init__.py:1157(info)
        1    0.000    0.000    0.001    0.001 specifiers.py:214(LegacySpecifier)
        1    0.001    0.001    0.001    0.001 arm.py:3(<module>)
        1    0.000    0.000    0.001    0.001 function.py:12(<module>)
     1220    0.001    0.000    0.001    0.000 stmt.py:63(__init__)
      353    0.001    0.000    0.001    0.000 callstack.py:60(set_state)
        1    0.000    0.000    0.001    0.001 generators.py:5(<module>)
      112    0.000    0.000    0.001    0.000 project.py:444(hook_symbol)
      110    0.000    0.000    0.001    0.000 __init__.py:769(add)
     1205    0.001    0.000    0.001    0.000 load.py:49(tmp_deps)
       11    0.000    0.000    0.001    0.000 z3.py:3171(__or__)
        1    0.001    0.001    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 elf.py:955(_parseRelocations)
      191    0.001    0.000    0.001    0.000 z3core.py:4075(Z3_solver_inc_ref)
        1    0.000    0.000    0.001    0.001 arch_mips32.py:1(<module>)
     5887    0.001    0.000    0.001    0.000 z3.py:807(as_ast)
        1    0.000    0.000    0.001    0.001 argparse.py:1556(__init__)
      768    0.001    0.000    0.001    0.000 binary.py:44(bin_to_int)
        1    0.001    0.001    0.001    0.001 bar.py:1(<module>)
        2    0.000    0.000    0.001    0.001 Arch.py:42(init)
        1    0.000    0.000    0.001    0.001 subprocess.py:1187(_communicate_with_select)
     1046    0.000    0.000    0.001    0.000 expr.py:463(<genexpr>)
     1183    0.001    0.000    0.001    0.000 enums.py:87(_add_enum)
       11    0.000    0.000    0.001    0.000 z3.py:3217(__xor__)
        4    0.000    0.000    0.001    0.000 __init__.py:1893(get_metadata_lines)
     4987    0.001    0.000    0.001    0.000 base.py:225(<genexpr>)
      173    0.001    0.000    0.001    0.000 z3core.py:3245(Z3_model_inc_ref)
      191    0.001    0.000    0.001    0.000 z3core.py:4069(Z3_solver_set_params)
        1    0.000    0.000    0.001    0.001 armel.py:1(<module>)
     3152    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.001    0.001 arm.py:1(<module>)
        1    0.001    0.001    0.001    0.001 any.py:1(<module>)
      658    0.000    0.000    0.001    0.000 history.py:520(__reversed__)
        4    0.000    0.000    0.001    0.000 arch_amd64.py:16(__init__)
      454    0.001    0.000    0.001    0.000 c_parser.py:688(p_declaration)
      441    0.001    0.000    0.001    0.000 genericpath.py:93(_splitext)
       47    0.000    0.000    0.001    0.000 model.py:272(build_backend_type)
        1    0.001    0.001    0.001    0.001 macho.py:5(<module>)
     1669    0.001    0.000    0.001    0.000 memory_object.py:18(size)
       15    0.000    0.000    0.001    0.000 model.py:505(build_backend_type)
      197    0.000    0.000    0.001    0.000 z3.py:5958(__ne__)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
        1    0.001    0.001    0.001    0.001 maxflow.py:4(<module>)
      162    0.001    0.000    0.001    0.000 z3core.py:1957(Z3_mk_extract)
      205    0.001    0.000    0.001    0.000 sre_parse.py:228(isname)
       84    0.000    0.000    0.001    0.000 model_cache_mixin.py:44(_leaf_op)
     2410    0.001    0.000    0.001    0.000 expr.py:531(result_type)
     1203    0.001    0.000    0.001    0.000 cparser.py:500(_extract_quals)
        1    0.001    0.001    0.001    0.001 arm64.py:3(<module>)
     2180    0.001    0.000    0.001    0.000 scratch.py:69(priv)
        4    0.000    0.000    0.001    0.000 __init__.py:1876(get_metadata)
     1108    0.001    0.000    0.001    0.000 expr.py:241(__str__)
      372    0.000    0.000    0.001    0.000 Gadget.py:76(hex)
      227    0.001    0.000    0.001    0.000 block.py:358(_get_defaultexit_target)
        1    0.000    0.000    0.001    0.001 efficiency.py:9(<module>)
     2054    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     3315    0.001    0.000    0.001    0.000 expr.py:237(type)
     4956    0.001    0.000    0.001    0.000 z3.py:218(_get_ctx)
     2371    0.001    0.000    0.001    0.000 pickle.py:1020(load_empty_list)
      825    0.001    0.000    0.001    0.000 GadgetsCollector.py:285(checkLahfGadget)
      438    0.000    0.000    0.001    0.000 c_parser.py:755(p_storage_class_specifier)
        1    0.001    0.001    0.001    0.001 {select.select}
        1    0.000    0.000    0.001    0.001 modularitymatrix.py:2(<module>)
       52    0.000    0.000    0.001    0.000 dynamic.py:121(_iter_tags)
        4    0.000    0.000    0.001    0.000 arch.py:283(__init__)
1835/1052    0.001    0.000    0.001    0.000 core.py:264(_sizeof)
        3    0.000    0.000    0.001    0.000 lex.py:570(get_all)
     3758    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:3696(parseImpl)
      173    0.000    0.000    0.001    0.000 z3.py:5539(__del__)
        1    0.000    0.000    0.001    0.001 _base.py:4(<module>)
        3    0.000    0.000    0.001    0.000 cgc.py:1(<module>)
     1671    0.001    0.000    0.001    0.000 pickle.py:1012(load_tuple2)
        1    0.000    0.000    0.001    0.001 edgelist.py:24(<module>)
        1    0.001    0.001    0.001    0.001 pdb.py:3(<module>)
     9476    0.001    0.000    0.001    0.000 {ord}
        1    0.001    0.001    0.001    0.001 ppc.py:3(<module>)
      168    0.000    0.000    0.001    0.000 ctypes_helper.py:23(get_ptr)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3818(parseImpl)
        2    0.000    0.000    0.001    0.000 elf.py:963(__parseRelocationEntries)
      952    0.001    0.000    0.001    0.000 version.py:65(_compare)
      469    0.001    0.000    0.001    0.000 posixpath.py:61(join)
        3    0.001    0.000    0.001    0.000 {posix.popen}
        1    0.000    0.000    0.001    0.001 system_paths.py:1(<module>)
        1    0.001    0.001    0.001    0.001 calling_conventions.py:1(<module>)
      354    0.001    0.000    0.001    0.000 syscall.py:12(_check)
        1    0.000    0.000    0.001    0.001 core.py:33(<module>)
        3    0.000    0.000    0.001    0.000 lex.py:663(get_rules)
       61    0.000    0.000    0.001    0.000 expr.py:646(__str__)
        1    0.000    0.000    0.001    0.001 branchings.py:10(<module>)
        1    0.000    0.000    0.001    0.001 ropchainx86.py:19(<module>)
      353    0.000    0.000    0.001    0.000 solver.py:131(concrete_shortcut_not_bool)
     1064    0.001    0.000    0.001    0.000 history.py:100(set_strongref_state)
     1789    0.001    0.000    0.001    0.000 __init__.py:9(get_dl)
        1    0.001    0.001    0.001    0.001 pe.py:192(GUARD_CFF_ENTRY)
     2168    0.001    0.000    0.001    0.000 operations.py:665(extract_length_calc)
     1183    0.001    0.000    0.001    0.000 api.py:862(accessor_enum)
        5    0.000    0.000    0.001    0.000 structs.py:181(_create_sym)
        1    0.000    0.000    0.001    0.001 __init__.py:25(<module>)
        1    0.000    0.000    0.001    0.001 callframe.py:9(<module>)
      265    0.000    0.000    0.001    0.000 c_parser.py:942(p_struct_declarator_list)
        5    0.000    0.000    0.001    0.000 arch_mips64.py:15(__init__)
       50    0.000    0.000    0.001    0.000 dynamic.py:137(_get_tag)
        1    0.001    0.001    0.001    0.001 sysconfig.py:358(_init_posix)
      608    0.001    0.000    0.001    0.000 yacc.py:1382(__init__)
      237    0.001    0.000    0.001    0.000 __init__.py:6(_resolve_name)
        2    0.001    0.000    0.001    0.000 generic.py:1(<module>)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:3506(parseImpl)
       49    0.000    0.000    0.001    0.000 pyparsing.py:1907(__or__)
      219    0.001    0.000    0.001    0.000 __init__.py:312(getMessage)
        1    0.000    0.000    0.001    0.001 metaelf.py:117(scan_forward)
        1    0.001    0.001    0.001    0.001 graphviews.py:47(<module>)
       13    0.000    0.000    0.001    0.000 model.py:313(build_backend_type)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
       93    0.000    0.000    0.001    0.000 ccall.py:33(flag_concretize)
      454    0.000    0.000    0.001    0.000 c_parser.py:546(p_external_declaration_2)
        2    0.000    0.000    0.001    0.000 i386.py:1(<module>)
     1886    0.001    0.000    0.001    0.000 threading.py:64(_note)
      807    0.000    0.000    0.001    0.000 address_translator.py:43(from_rva)
      191    0.001    0.000    0.001    0.000 z3core.py:1381(Z3_param_descrs_dec_ref)
     4987    0.001    0.000    0.001    0.000 base.py:230(<genexpr>)
       52    0.000    0.000    0.001    0.000 linecache.py:47(checkcache)
        1    0.001    0.001    0.001    0.001 atlas.py:12(<module>)
